pair,alice_label,bob_label,qkdl_url,session_id,start_error,status,n_qubits,n_delivered,n_sifted,qber,key_len,elapsed_s,error_message,intercepted
1,alice-1,bob-1,http://localhost:8003,3ab78b5a-85a2-4bca-b122-5e85662f4721,,done,1024,1024,550,0.0,440,220.125,,False
2,alice-2,bob-2,http://localhost:8013,868fcef9-881c-4b7c-8537-9c4174ef1bb3,,done,1024,1024,515,0.0,412,219.689,,False
3,alice-3,bob-3,http://localhost:8023,a6a31b9d-c32a-45db-ad93-a6f8d0271bc2,,done,1024,1024,502,0.0,402,219.71,,False
4,alice-4,bob-4,http://localhost:8033,d242c4ec-40c2-45ac-abc2-a39827fc9645,,done,1024,1024,531,0.009434,425,219.783,,False
5,alice-5,bob-5,http://localhost:8043,de9d9b1d-8c1b-4e15-9bd6-8582a397f231,,done,1024,1024,503,0.0,403,219.284,,False
6,alice-6,bob-6,http://localhost:8053,ba4100e2-b9df-4c2a-a737-89713d3a677d,,done,1024,1024,524,0.0,420,220.1,,False
7,alice-7,bob-7,http://localhost:8063,2cb485b9-88df-4bd6-8014-a0ac6f4d527c,,done,1024,1024,552,0.0,442,219.393,,False
8,alice-8,bob-8,http://localhost:8073,5d7b8963-8899-4f88-a881-c7abc818fbe6,,done,1024,1024,514,0.0,412,220.15,,False
9,alice-9,bob-9,http://localhost:9003,fbe95b1e-8ab2-42fd-b1f8-436301d7af4a,,done,1024,1024,502,0.0,402,219.41,,False
10,alice-10,bob-10,http://localhost:9013,b327706b-bd7d-48e2-a819-23cfd8423941,,done,1024,1024,502,0.0,402,219.952,,False
11,alice-11,bob-11,http://localhost:9023,2477e2a2-af83-4c61-a40f-3ab29ce59c1b,,done,1024,1024,533,0.009434,427,218.975,,False
12,alice-12,bob-12,http://localhost:9033,e74afcbd-266d-4446-80eb-d4de39e856ce,,done,1024,1024,528,0.0,423,220.016,,False
13,alice-13,bob-13,http://localhost:9043,4dbd2519-f28c-4e67-b8fc-29815410f53c,,done,1024,1024,507,0.0,406,219.724,,False
