pair,alice_label,bob_label,qkdl_url,session_id,start_error,status,n_qubits,n_delivered,n_sifted,qber,key_len,elapsed_s,error_message,intercepted
1,alice-1,bob-1,http://localhost:8003,b1ac8cde-36be-4f83-8e11-1a0b1b442b9d,,done,1024,1024,513,0.0,411,78.336,,False
2,alice-2,bob-2,http://localhost:8013,1dd15c2d-def2-47fe-9483-c01e092b65ad,,done,1024,1024,518,0.0,415,79.208,,False
3,alice-3,bob-3,http://localhost:8023,43b4f26f-14b3-42d7-9b6b-0847631d7ad6,,done,1024,1024,511,0.0,409,77.97,,False
4,alice-4,bob-4,http://localhost:8033,4a804171-d62d-4674-b001-9501116b76bd,,done,1024,1024,477,0.0,382,78.265,,False
5,alice-5,bob-5,http://localhost:8043,82cdbe36-9d4b-405b-b2e6-278e6c7bf9bc,,done,1024,1024,548,0.0,439,78.949,,False
6,alice-6,bob-6,http://localhost:8053,03753898-32ef-4ca7-8269-1c826ecdd879,,done,1024,1024,531,0.0,425,75.683,,False
7,alice-7,bob-7,http://localhost:8063,8e91b3be-cd27-402b-9575-62db968471be,,done,1024,1024,505,0.0,404,76.64,,False
8,alice-8,bob-8,http://localhost:8073,56877f26-d71a-4123-92af-922fc5015e30,,done,1024,1024,529,0.0,424,79.267,,False
9,alice-9,bob-9,http://localhost:9003,f09b2853-749d-411f-b687-20709bd869aa,,done,1024,1024,485,0.0,388,78.37,,False
10,alice-10,bob-10,http://localhost:9013,803bb18a-80d6-42c9-b963-20c89a2e2238,,done,1024,1024,514,0.0,412,78.729,,False
11,alice-11,bob-11,http://localhost:9023,95993965-6721-45e8-900d-03820955002e,,done,1024,1024,533,0.0,427,78.0,,False
12,alice-12,bob-12,http://localhost:9033,149877e5-f227-4a24-8620-43d71d4a2713,,done,1024,1024,507,0.0,406,77.151,,False
13,alice-13,bob-13,http://localhost:9043,c19b088e-a92d-436d-8c2d-779017a2e0c2,,done,1024,1024,526,0.0,421,78.104,,False
14,alice-14,bob-14,http://localhost:9053,95f5f0b2-cda9-403b-8df8-0e84000dbb6d,,done,1024,1024,538,0.0,431,78.113,,False
15,alice-15,bob-15,http://localhost:9063,f6a63cbb-3e77-42b0-9a75-d0c8b7ea2db6,,done,1024,1024,484,0.0,388,77.704,,False
16,alice-16,bob-16,http://localhost:9073,3153e79a-6b69-443d-9e40-4384ac0eb8c9,,done,1024,1024,506,0.0,405,77.238,,False
17,alice-17,bob-17,http://localhost:9083,94e4ed98-6450-448b-b434-e2f79d2f84e7,,done,1024,1024,522,0.0,418,77.266,,False
18,alice-18,bob-18,http://localhost:9093,3099426d-34ea-4ce2-afa4-47ce71fc56e5,,done,1024,1024,528,0.0,423,76.352,,False
19,alice-19,bob-19,http://localhost:9103,e1cf56ae-4437-4386-9ae6-d3f7af2a2cca,,done,1024,1024,495,0.0,396,78.43,,False
